customer_id,day_of_week,time_of_day,location,weather,payment_method,zone_type,gender,trip_type,avg_trips_per_week,avg_estimated_price,avg_spent_per_week,last_trip_days_ago,tenure_days,churn_prob,churn
CUST00658,Thursday,Morning,Delhi,Cloudy,UPI,Mixed,Female,Auto,3.76,41.93,72.35,2,20,0.124241653,0
CUST00659,Sunday,Evening,Chennai,Clear,Cash,Commercial,Female,Auto,2.8,63.32,137.04,0,447,0.072314462,0
CUST00660,Thursday,Night,Kolkata,Clear,UPI,Residential,Female,Auto,8.67,35.21,394.05,1,127,0.015870206,0
CUST00661,Friday,Morning,Ahmedabad,Clear,Cash,Commercial,Male,Auto,3.49,57.38,299.42,18,47,0.281743031,0
CUST00662,Saturday,Evening,Ahmedabad,Clear,Cash,Residential,Female,Taxi,4.13,70.38,370.64,14,207,0.255475555,1
CUST00663,Tuesday,Afternoon,Hyderabad,Cloudy,Cash,Residential,Male,Auto,2.34,79.14,150.77,25,433,0.300329946,1
CUST00664,Thursday,Evening,Delhi,Clear,Card,Residential,Male,Taxi,0.82,65.54,3.6,4,254,0.333513942,1
CUST00665,Friday,Evening,Pune,Clear,Card,Residential,Male,Auto,3.64,80.54,281.72,16,470,0.15129783,0
CUST00666,Thursday,Evening,Mumbai,Clear,Cash,Residential,Female,Auto,3.42,73.32,242.71,0,385,0.141550366,0
CUST00667,Wednesday,Night,Pune,Clear,Card,Residential,Male,Taxi,5.48,66.18,391.63,17,264,0.134116041,0
CUST00668,Thursday,Night,Ahmedabad,Rainy,Card,Residential,Female,Taxi,7.11,84.08,527.65,7,83,0.025677043,0
CUST00669,Saturday,Night,Mumbai,Clear,Cash,Commercial,Female,Auto,5.41,42.24,180.41,5,453,0.064695506,0
CUST00670,Sunday,Night,Chennai,Clear,Cash,Commercial,Male,Auto,3.58,31.55,126.85,22,20,0.391493398,0
CUST00671,Wednesday,Evening,Bangalore,Foggy,Cash,Residential,Male,Auto,6.51,63.72,407.54,7,35,0.042827114,0
CUST00672,Friday,Night,Bangalore,Rainy,Card,Residential,Male,Auto,3.26,57.8,117.52,2,183,0.266554503,0
CUST00673,Tuesday,Afternoon,Delhi,Clear,Card,Commercial,Male,Auto,2.46,43.73,41.8,14,122,0.395467018,1
CUST00674,Tuesday,Evening,Bangalore,Foggy,Card,Residential,Male,Auto,4.54,36.37,218.69,22,239,0.343795502,0
CUST00675,Tuesday,Morning,Chennai,Cloudy,Card,Residential,Female,Taxi,1.08,97.48,29.11,2,39,0.364409818,1
CUST00676,Friday,Night,Hyderabad,Clear,Card,Residential,Female,Auto,4.68,36.91,189.37,1,754,0.03573865,0
CUST00677,Monday,Night,Pune,Cloudy,Card,Residential,Other,Auto,3.2,43.39,110.94,0,273,0.239293998,1
CUST00678,Friday,Afternoon,Kolkata,Clear,UPI,Residential,Male,Auto,4.76,64.62,322.85,3,129,0.109130786,0
CUST00679,Friday,Evening,Kolkata,Rainy,Card,Residential,Male,Auto,6.45,46.92,326.15,11,357,0.049761642,0
CUST00680,Sunday,Morning,Bangalore,Clear,Cash,Residential,Female,Auto,3.71,43.08,51.79,16,31,0.258135865,0
CUST00681,Sunday,Night,Pune,Clear,UPI,Residential,Male,Auto,2.78,68.35,164.38,19,72,0.607147385,0
CUST00682,Thursday,Evening,Hyderabad,Clear,Cash,Residential,Male,Auto,4.88,71.66,434.3,12,1291,0.021734713,0
CUST00683,Friday,Evening,Pune,Clear,Card,Commercial,Female,Auto,5.9,30,117.14,13,391,0.108532651,0
CUST00684,Thursday,Morning,Bangalore,Clear,Card,Residential,Male,Auto,6.95,56.84,419.98,18,86,0.111943826,0
CUST00685,Tuesday,Night,Pune,Clear,UPI,Mixed,Female,Auto,3.2,60.53,176.95,2,194,0.256886204,0
CUST00686,Wednesday,Afternoon,Chennai,Clear,UPI,Commercial,Male,Taxi,0.79,84.18,22.64,0,41,0.363845434,0
CUST00687,Friday,Afternoon,Hyderabad,Clear,Card,Mixed,Male,Auto,2.85,59.82,205.62,6,52,0.337788164,0
CUST00688,Sunday,Night,Delhi,Cloudy,Card,Residential,Male,Auto,6.64,30,168.03,6,589,0.069627744,0
CUST00689,Wednesday,Afternoon,Pune,Clear,UPI,Residential,Female,Auto,3.61,40.88,103.96,5,281,0.162636745,1
CUST00690,Tuesday,Evening,Kolkata,Cloudy,UPI,Residential,Female,Auto,1.34,34.08,98.62,5,459,0.215818904,0
CUST00691,Friday,Night,Bangalore,Clear,UPI,Mixed,Female,Taxi,2.55,67.31,248.37,1,46,0.184376573,0
CUST00692,Tuesday,Afternoon,Hyderabad,Cloudy,Card,Residential,Female,Auto,3.87,61.82,279.08,8,409,0.092109541,0
CUST00693,Saturday,Night,Mumbai,Clear,Cash,Residential,Female,Auto,5.76,40.61,304.48,1,781,0.017965161,0
CUST00694,Monday,Morning,Bangalore,Clear,UPI,Commercial,Female,Taxi,6.69,76,500.26,18,279,0.172781789,0
CUST00695,Sunday,Morning,Delhi,Clear,Card,Mixed,Male,Auto,7.85,55.61,445.37,36,62,0.290700624,1
CUST00696,Thursday,Evening,Mumbai,Clear,Cash,Commercial,Female,Auto,1.96,77.63,191.68,6,15,0.400689282,0
CUST00697,Saturday,Morning,Hyderabad,Clear,Card,Residential,Male,Auto,5.21,66.27,399.15,1,129,0.074636671,0
CUST00698,Thursday,Afternoon,Bangalore,Clear,Card,Residential,Female,Auto,10.54,61.04,606.28,16,111,0.009769013,0
CUST00699,Saturday,Morning,Kolkata,Cloudy,Card,Commercial,Male,Auto,1.39,69.15,138.77,6,318,0.293544161,0
CUST00700,Sunday,Evening,Ahmedabad,Cloudy,Cash,Mixed,Female,Auto,6.01,49.94,254.3,18,156,0.109824967,0
CUST00701,Sunday,Afternoon,Pune,Clear,Card,Residential,Female,Taxi,7,63.48,383.54,26,214,0.277279934,0
CUST00702,Wednesday,Morning,Hyderabad,Clear,Card,Commercial,Male,Auto,7.43,51.58,437.73,0,1312,0.001677291,0
CUST00703,Thursday,Evening,Kolkata,Clear,Cash,Commercial,Male,Auto,3.77,32.65,29.92,18,87,0.261462533,0
CUST00704,Monday,Evening,Pune,Rainy,UPI,Commercial,Other,Taxi,6.58,74.68,429.12,6,282,0.018249069,0
CUST00705,Sunday,Afternoon,Kolkata,Clear,Cash,Residential,Female,Auto,6.58,51.47,323.59,2,206,0.02836587,0
CUST00706,Thursday,Afternoon,Kolkata,Clear,Cash,Mixed,Female,Auto,4.96,30.93,156.39,5,249,0.025095454,0
CUST00707,Saturday,Night,Pune,Clear,Cash,Residential,Male,Taxi,0.27,68.04,51.69,6,775,0.246853062,0
CUST00708,Friday,Evening,Delhi,Clear,Cash,Commercial,Male,Auto,7.5,41.89,281.51,17,143,0.101646491,0
CUST00709,Tuesday,Night,Hyderabad,Clear,Cash,Mixed,Male,Auto,4.76,41.12,191.74,0,175,0.051689042,0
CUST00710,Sunday,Morning,Ahmedabad,Clear,Cash,Commercial,Female,Auto,6.1,63.48,382.51,6,439,0.059064929,0
CUST00711,Tuesday,Night,Hyderabad,Clear,UPI,Mixed,Male,Auto,7.06,40.83,259.27,8,137,0.057319991,0
CUST00712,Saturday,Night,Ahmedabad,Clear,Cash,Residential,Female,Taxi,0.27,101.94,53.64,16,44,0.70571317,1
CUST00713,Wednesday,Evening,Pune,Clear,Card,Mixed,Male,Taxi,1.43,79.71,60.27,16,1715,0.081092663,0
CUST00714,Tuesday,Night,Delhi,Clear,Cash,Residential,Female,Auto,6.53,32.61,234.27,5,231,0.090158569,0
CUST00715,Friday,Afternoon,Hyderabad,Cloudy,Card,Residential,Male,Auto,0,60.43,-5.03,6,91,0.453892889,1
CUST00716,Wednesday,Evening,Chennai,Clear,Cash,Residential,Male,Taxi,2.56,84.08,178.05,10,310,0.146741608,0
CUST00717,Monday,Morning,Kolkata,Clear,Card,Residential,Female,Taxi,3.16,93.39,325.41,5,167,0.156782616,1
CUST00718,Tuesday,Evening,Hyderabad,Rainy,UPI,Residential,Female,Auto,4.04,47.03,107.94,0,36,0.280900238,0
CUST00719,Monday,Morning,Bangalore,Foggy,Cash,Residential,Female,Taxi,3.74,72.47,274.42,1,313,0.067088228,0
CUST00720,Friday,Night,Mumbai,Cloudy,Cash,Commercial,Male,Auto,2.93,30,70.42,0,136,0.279021109,0
CUST00721,Friday,Evening,Hyderabad,Cloudy,UPI,Residential,Female,Taxi,2.86,75.81,195.65,41,39,0.740070151,1
CUST00722,Tuesday,Morning,Kolkata,Clear,UPI,Residential,Female,Auto,4.06,49.83,279.64,9,354,0.121585992,0
CUST00723,Wednesday,Evening,Delhi,Clear,UPI,Mixed,Female,Auto,10.65,59.51,634.74,14,21,0.015319896,0
CUST00724,Tuesday,Morning,Bangalore,Cloudy,Cash,Commercial,Female,Auto,4.1,44.01,167.41,1,511,0.077810918,0
CUST00725,Sunday,Afternoon,Delhi,Clear,Cash,Residential,Male,Taxi,2.07,59.04,106.52,21,271,0.537056104,1
CUST00726,Wednesday,Evening,Delhi,Rainy,Cash,Residential,Female,Auto,4.87,55.47,180.9,7,104,0.098568644,0
CUST00727,Saturday,Evening,Chennai,Clear,Cash,Residential,Female,Auto,7.68,30,309.72,5,19,0.038041696,0
CUST00728,Saturday,Afternoon,Kolkata,Clear,Card,Commercial,Male,Auto,2.16,30.86,72.1,4,188,0.184777331,0
CUST00729,Wednesday,Night,Bangalore,Rainy,Cash,Mixed,Female,Auto,4.19,49.16,159.17,1,95,0.146883583,0
CUST00730,Friday,Afternoon,Bangalore,Clear,UPI,Mixed,Male,Auto,6.58,31.22,182.24,0,151,0.028089426,0
CUST00731,Sunday,Morning,Delhi,Clear,UPI,Residential,Male,Taxi,4.96,68.36,338.16,17,79,0.238402191,0
CUST00732,Wednesday,Evening,Pune,Clear,Cash,Commercial,Male,Auto,6.66,60.84,419.31,5,295,0.045489327,0
CUST00733,Saturday,Morning,Kolkata,Rainy,UPI,Residential,Other,Taxi,0.1,76.73,-13.87,2,450,0.407255678,0
CUST00734,Monday,Morning,Ahmedabad,Clear,Card,Mixed,Other,Auto,6.18,43.91,243.43,32,624,0.213184421,1
CUST00735,Tuesday,Afternoon,Bangalore,Clear,Card,Commercial,Female,Auto,8.53,38.22,321.53,9,232,0.034939104,0
CUST00736,Sunday,Morning,Kolkata,Rainy,Card,Commercial,Male,Auto,5.5,59.25,340.86,8,669,0.022340287,0
CUST00737,Monday,Afternoon,Bangalore,Rainy,Card,Commercial,Female,Auto,5.04,76.98,298.53,15,305,0.097339666,0
CUST00738,Monday,Afternoon,Bangalore,Clear,Cash,Residential,Male,Auto,6.09,66.01,408.16,4,317,0.027841166,0
CUST00739,Wednesday,Afternoon,Chennai,Clear,Cash,Commercial,Male,Auto,6.09,58.04,323.83,19,66,0.180435493,0
CUST00740,Monday,Afternoon,Chennai,Foggy,Cash,Residential,Female,Auto,3.93,41.77,181.54,2,171,0.209305024,0
CUST00741,Wednesday,Afternoon,Hyderabad,Clear,Card,Residential,Female,Auto,2.77,70.1,102.51,32,206,0.586561733,1
CUST00742,Thursday,Morning,Mumbai,Clear,UPI,Residential,Female,Taxi,2.27,44.66,83.48,5,45,0.308959091,1
CUST00743,Wednesday,Morning,Delhi,Cloudy,Card,Residential,Male,Auto,9.61,52.09,561.53,16,491,0.026953053,0
CUST00744,Saturday,Morning,Mumbai,Cloudy,Card,Mixed,Male,Taxi,2.65,88.37,192.82,5,417,0.087781544,0
CUST00745,Tuesday,Afternoon,Pune,Foggy,Card,Residential,Female,Auto,4.61,61.94,214.21,2,222,0.179352814,0
CUST00746,Friday,Morning,Chennai,Clear,Card,Residential,Female,Auto,4.5,44.84,210.96,4,34,0.196718162,0
CUST00747,Saturday,Afternoon,Chennai,Clear,Card,Commercial,Female,Taxi,2.37,66.07,201.97,0,518,0.079059349,0
CUST00748,Tuesday,Afternoon,Pune,Clear,UPI,Commercial,Female,Auto,2.29,30,104.57,0,65,0.224413034,0
CUST00749,Sunday,Morning,Mumbai,Clear,Card,Commercial,Male,Auto,8.82,67.76,562.28,17,384,0.060736202,0
CUST00750,Tuesday,Night,Mumbai,Clear,Cash,Commercial,Female,Auto,5.33,67.96,350.94,1,14,0.068493035,0
CUST00751,Tuesday,Night,Ahmedabad,Clear,Cash,Mixed,Female,Auto,5.67,30.78,136.89,18,81,0.295754688,1
CUST00752,Tuesday,Morning,Chennai,Rainy,Cash,Mixed,Male,Auto,3.21,54.44,308.88,5,243,0.34795992,0
CUST00753,Friday,Evening,Bangalore,Rainy,Card,Residential,Female,Auto,1.82,35.68,57.76,12,50,0.503558413,0
CUST00754,Tuesday,Afternoon,Kolkata,Clear,Cash,Residential,Female,Auto,7.55,44.63,254.01,0,64,0.03469719,0
CUST00755,Monday,Afternoon,Chennai,Rainy,Cash,Residential,Female,Taxi,2.15,105.73,253.32,54,1467,0.714778314,0
CUST00756,Saturday,Afternoon,Hyderabad,Cloudy,Cash,Commercial,Male,Auto,4.76,53.83,279.07,9,249,0.074856502,0
CUST00757,Saturday,Night,Delhi,Cloudy,Cash,Commercial,Female,Auto,2.41,62.98,150.79,9,583,0.170919791,1
CUST00758,Saturday,Morning,Hyderabad,Clear,Cash,Residential,Male,Auto,5.34,43.61,275.65,6,263,0.097647258,0
CUST00759,Tuesday,Night,Delhi,Clear,Card,Mixed,Male,Auto,2.75,56.15,233.16,5,227,0.106436821,0
CUST00760,Tuesday,Morning,Hyderabad,Clear,Cash,Residential,Male,Taxi,6.43,63.69,401.17,3,381,0.017546793,0
CUST00761,Friday,Night,Hyderabad,Clear,Card,Residential,Male,Auto,8.1,39.37,279.17,5,39,0.030717892,0
CUST00762,Tuesday,Night,Mumbai,Rainy,Cash,Residential,Female,Taxi,0,105.73,4.5,0,74,0.533092006,1
CUST00763,Thursday,Evening,Hyderabad,Clear,Card,Residential,Female,Taxi,1.78,50.67,69.27,16,355,0.369908244,0
CUST00764,Monday,Night,Pune,Clear,Cash,Residential,Male,Taxi,1.71,88.69,180.4,13,138,0.451901387,1
CUST00765,Thursday,Night,Ahmedabad,Rainy,Cash,Residential,Female,Taxi,2.49,64.82,153.01,3,159,0.313191094,0
CUST00766,Friday,Night,Kolkata,Clear,Card,Residential,Male,Taxi,0,76.29,67.55,6,36,0.659739421,0
CUST00767,Monday,Morning,Chennai,Clear,Card,Residential,Male,Auto,8.63,65.35,599.22,8,540,0.00400911,0
CUST00768,Friday,Afternoon,Kolkata,Cloudy,UPI,Commercial,Male,Auto,7.14,64.96,439.54,3,181,0.036422577,0
CUST00769,Thursday,Morning,Delhi,Clear,Cash,Commercial,Male,Auto,0,45.73,-74.32,1,390,0.430339431,1
CUST00770,Wednesday,Night,Hyderabad,Clear,Card,Mixed,Female,Auto,2.09,48.19,106.32,2,61,0.292316812,0
CUST00771,Thursday,Night,Mumbai,Clear,Cash,Residential,Male,Taxi,3.24,69.01,206.35,5,414,0.162923138,0
CUST00772,Sunday,Morning,Chennai,Clear,Cash,Mixed,Female,Taxi,4,90.14,416.45,10,111,0.254885979,0
CUST00773,Thursday,Night,Kolkata,Rainy,Cash,Residential,Female,Taxi,1.21,87.07,100.74,0,128,0.354918103,1
CUST00774,Sunday,Afternoon,Mumbai,Clear,Card,Mixed,Male,Taxi,1.41,99.89,183.01,35,193,0.794112561,1
CUST00775,Saturday,Morning,Ahmedabad,Clear,Card,Commercial,Female,Auto,6.27,61.77,295.64,8,43,0.106895287,0
CUST00776,Friday,Night,Mumbai,Clear,Cash,Residential,Female,Auto,1.82,57.36,113.41,3,200,0.107745858,0
CUST00777,Monday,Afternoon,Kolkata,Clear,Card,Mixed,Female,Auto,4.24,60.82,235.78,7,240,0.243180272,0
CUST00778,Saturday,Morning,Hyderabad,Clear,Cash,Mixed,Male,Taxi,2,108.38,295.15,25,182,0.737571052,1
CUST00779,Wednesday,Morning,Ahmedabad,Clear,Cash,Residential,Male,Auto,2.46,37.06,59.48,2,110,0.397366144,1
CUST00780,Saturday,Evening,Ahmedabad,Rainy,Cash,Residential,Female,Auto,5.56,61.43,252.94,5,34,0.114064606,0
CUST00781,Sunday,Morning,Kolkata,Clear,UPI,Residential,Female,Auto,6.34,30,139.7,6,138,0.102942645,0
CUST00782,Thursday,Evening,Pune,Clear,Cash,Residential,Male,Auto,3.57,58.88,254.11,3,411,0.104981305,0
CUST00783,Saturday,Evening,Delhi,Cloudy,Cash,Residential,Male,Taxi,0,87.1,-22.37,52,206,0.970477914,1
CUST00784,Friday,Morning,Kolkata,Clear,Cash,Residential,Female,Auto,6.39,48.45,250.87,0,411,0.053966858,0
CUST00785,Tuesday,Afternoon,Ahmedabad,Cloudy,UPI,Mixed,Female,Taxi,4.06,59.17,222.13,5,392,0.043759308,0
CUST00786,Saturday,Evening,Bangalore,Foggy,UPI,Residential,Male,Taxi,0.8,88.19,109.93,0,533,0.232306602,0
CUST00787,Sunday,Afternoon,Delhi,Clear,Cash,Commercial,Female,Auto,1.3,30.06,62.82,14,1045,0.116229061,0
CUST00788,Wednesday,Afternoon,Ahmedabad,Clear,Cash,Residential,Male,Auto,6.15,43.86,201.46,1,189,0.030339139,0
CUST00789,Monday,Night,Kolkata,Rainy,Card,Residential,Female,Taxi,4.17,68.25,359.33,3,17,0.137783682,0
CUST00790,Monday,Afternoon,Bangalore,Clear,Cash,Residential,Male,Auto,2.13,60.22,118.05,1,129,0.154014746,0
CUST00791,Sunday,Morning,Kolkata,Rainy,Cash,Residential,Male,Auto,8.73,53.86,565.46,5,161,0.010192851,0
CUST00792,Tuesday,Afternoon,Mumbai,Cloudy,Cash,Residential,Male,Auto,3.54,43.1,95.29,7,151,0.1117428,0
CUST00793,Wednesday,Night,Bangalore,Clear,Card,Commercial,Female,Taxi,4.87,100.96,414.16,1,282,0.046699317,0
CUST00794,Thursday,Evening,Hyderabad,Clear,Cash,Commercial,Male,Auto,3.94,49.74,198.65,1,63,0.184855338,0
CUST00795,Saturday,Evening,Chennai,Clear,Card,Commercial,Female,Auto,4.98,45.68,180.74,2,51,0.162319673,1
CUST00796,Monday,Evening,Hyderabad,Clear,Card,Residential,Male,Auto,6.78,53.09,364.21,11,61,0.204522996,0
CUST00797,Tuesday,Night,Delhi,Clear,UPI,Commercial,Female,Taxi,3.36,75.33,203.07,11,63,0.264149905,1
CUST00798,Friday,Evening,Ahmedabad,Clear,Card,Commercial,Female,Auto,6.24,58.82,318.78,9,491,0.063748187,0
CUST00799,Tuesday,Morning,Hyderabad,Clear,Cash,Commercial,Female,Auto,4.21,73.69,362.15,1,356,0.074666752,0
CUST00800,Tuesday,Afternoon,Ahmedabad,Clear,UPI,Commercial,Male,Auto,5.39,62.73,366.85,16,49,0.206783184,0
CUST00801,Sunday,Afternoon,Hyderabad,Foggy,UPI,Residential,Male,Auto,7.22,63.63,402.47,6,309,0.038397338,0
CUST00802,Wednesday,Evening,Kolkata,Clear,UPI,Mixed,Male,Auto,8.38,52.76,569.11,1,761,0.007453893,0
CUST00803,Saturday,Afternoon,Pune,Cloudy,Card,Commercial,Male,Auto,2.69,51.3,186.41,16,350,0.37229645,1
CUST00804,Tuesday,Evening,Pune,Rainy,Cash,Commercial,Other,Auto,6.75,34.58,244.94,13,35,0.097801544,0
CUST00805,Friday,Afternoon,Kolkata,Rainy,Cash,Residential,Male,Auto,1.7,45,61.07,7,282,0.391312965,0
CUST00806,Sunday,Morning,Ahmedabad,Cloudy,Cash,Commercial,Male,Auto,2.19,59.48,95.71,3,748,0.076470715,0
CUST00807,Thursday,Evening,Pune,Clear,UPI,Residential,Female,Taxi,1.26,62.79,-6.4,18,1043,0.279084264,0
CUST00808,Saturday,Morning,Mumbai,Clear,Cash,Residential,Male,Auto,5.38,30,119.42,1,38,0.105429588,0
CUST00809,Tuesday,Afternoon,Delhi,Clear,Cash,Commercial,Female,Auto,2.38,39.2,151.6,9,73,0.186497344,0
CUST00810,Saturday,Morning,Kolkata,Foggy,Cash,Residential,Male,Auto,3.01,30,7.79,19,20,0.522480929,0
CUST00811,Friday,Morning,Ahmedabad,Cloudy,Cash,Residential,Female,Taxi,6.07,116.45,682.44,33,174,0.353982948,1
CUST00812,Friday,Afternoon,Kolkata,Clear,Card,Residential,Female,Auto,6.27,53.16,351.42,22,488,0.092988194,0
CUST00813,Tuesday,Morning,Chennai,Clear,Cash,Commercial,Female,Auto,4.52,47.18,185.87,7,14,0.208101712,0
CUST00814,Tuesday,Night,Hyderabad,Clear,Cash,Commercial,Female,Auto,4.76,55.46,327.46,4,310,0.061235517,0
CUST00815,Friday,Afternoon,Mumbai,Clear,Card,Commercial,Male,Auto,8.55,52.81,434.39,1,54,0.01892032,0
CUST00816,Monday,Morning,Kolkata,Clear,Card,Residential,Male,Auto,6.04,50.94,245.3,15,312,0.15708962,0
CUST00817,Friday,Morning,Hyderabad,Cloudy,Cash,Residential,Male,Taxi,4.71,88.02,388.65,2,302,0.053599099,0
CUST00818,Tuesday,Night,Mumbai,Rainy,Cash,Residential,Male,Auto,7.59,41.12,300.05,19,180,0.054139762,0
CUST00819,Thursday,Morning,Chennai,Clear,Card,Commercial,Female,Auto,8.04,52.22,511.7,1,320,0.004933154,0
CUST00820,Friday,Afternoon,Mumbai,Cloudy,Card,Commercial,Female,Auto,2.09,30,33.41,11,196,0.311905975,1
CUST00821,Friday,Morning,Ahmedabad,Cloudy,Card,Residential,Other,Auto,7.91,47.19,420,6,370,0.012463718,0
CUST00822,Sunday,Night,Kolkata,Clear,Card,Commercial,Male,Taxi,0.54,98.07,22.35,24,640,0.377430542,0
CUST00823,Saturday,Evening,Kolkata,Foggy,Card,Commercial,Male,Taxi,2.01,66.19,110.38,5,214,0.190288917,0
CUST00824,Thursday,Evening,Mumbai,Rainy,UPI,Commercial,Male,Auto,6.47,63.86,364.06,5,33,0.043842511,0
CUST00825,Tuesday,Morning,Ahmedabad,Rainy,Cash,Residential,Male,Auto,2.08,74.4,101.94,3,190,0.174811466,0
CUST00826,Sunday,Morning,Delhi,Rainy,UPI,Mixed,Female,Auto,8.98,38.75,344.99,3,448,0.020827813,0
CUST00827,Monday,Afternoon,Hyderabad,Cloudy,Card,Residential,Male,Auto,7.34,65.96,535.07,20,879,0.010219912,0
CUST00828,Wednesday,Afternoon,Mumbai,Rainy,Cash,Commercial,Male,Taxi,2.76,79.67,168.7,3,114,0.284780672,0
CUST00829,Sunday,Night,Delhi,Cloudy,Cash,Residential,Female,Taxi,7.19,78.19,654.8,5,296,0.031548735,0
CUST00830,Friday,Afternoon,Pune,Clear,Cash,Residential,Male,Auto,3.54,43.31,175.35,0,136,0.186194812,0
CUST00831,Monday,Afternoon,Kolkata,Clear,UPI,Residential,Male,Auto,11.33,30,371.79,0,271,0.004547212,0
CUST00832,Thursday,Morning,Kolkata,Clear,Card,Commercial,Male,Auto,9.24,30,276.89,2,106,0.034517152,0
CUST00833,Friday,Morning,Delhi,Cloudy,Card,Residential,Female,Auto,6.3,56.06,310.22,16,235,0.109199922,0
CUST00834,Sunday,Night,Delhi,Cloudy,UPI,Residential,Male,Auto,6.37,45.7,264.52,5,64,0.068176124,1
CUST00835,Thursday,Morning,Bangalore,Rainy,Card,Commercial,Female,Auto,4.46,55.59,234.06,10,194,0.260763197,0
CUST00836,Thursday,Morning,Delhi,Rainy,Card,Residential,Female,Taxi,3.37,84.24,264.33,1,28,0.16739371,0
CUST00837,Wednesday,Evening,Pune,Clear,UPI,Residential,Female,Auto,7.09,55.31,220.21,4,169,0.021276504,0
CUST00838,Wednesday,Night,Hyderabad,Clear,Cash,Mixed,Female,Auto,1.3,69.66,153.2,9,246,0.449241128,1
CUST00839,Tuesday,Evening,Hyderabad,Clear,Cash,Residential,Female,Auto,6.59,35.89,206.28,14,186,0.166467851,0
CUST00840,Thursday,Morning,Chennai,Cloudy,Card,Residential,Female,Auto,10.89,70.83,844.05,25,153,0.028509409,0
CUST00841,Monday,Night,Delhi,Clear,Cash,Commercial,Male,Taxi,6.18,110.19,704.07,13,217,0.057317134,0
CUST00842,Wednesday,Evening,Hyderabad,Rainy,Card,Commercial,Other,Auto,1.69,34.44,29.84,3,263,0.30785,0
CUST00843,Tuesday,Afternoon,Chennai,Cloudy,Card,Residential,Female,Taxi,2.59,99.19,269.44,3,94,0.297126352,1
CUST00844,Sunday,Morning,Chennai,Clear,Cash,Residential,Female,Auto,4.89,51.47,242.48,28,452,0.171117917,0
CUST00845,Monday,Afternoon,Mumbai,Cloudy,Card,Commercial,Female,Taxi,1.03,85.27,99.68,11,507,0.155099795,0
CUST00846,Monday,Night,Delhi,Rainy,UPI,Residential,Male,Taxi,0,82.78,38.63,21,192,0.742651705,0
CUST00847,Sunday,Night,Hyderabad,Clear,Card,Commercial,Male,Auto,2.19,41.96,109.38,7,126,0.463147902,0
CUST00848,Sunday,Morning,Hyderabad,Clear,Cash,Residential,Male,Auto,10.19,54.63,538.26,5,1399,0.00052611,0
CUST00849,Friday,Afternoon,Chennai,Clear,Cash,Mixed,Female,Auto,3.74,65.32,194.9,19,413,0.148536098,1
CUST00850,Monday,Night,Bangalore,Cloudy,Cash,Residential,Male,Taxi,2.46,54.09,46.06,3,129,0.289902906,1
CUST00851,Monday,Morning,Hyderabad,Cloudy,Card,Mixed,Male,Auto,5.46,58.87,379.08,10,90,0.111229794,0
CUST00852,Monday,Night,Ahmedabad,Clear,Cash,Commercial,Female,Auto,1.45,44.53,31.03,4,218,0.262627401,0
CUST00853,Friday,Night,Mumbai,Clear,Card,Residential,Female,Auto,5.39,30,153.73,24,112,0.452365243,0
CUST00854,Thursday,Evening,Delhi,Clear,Card,Mixed,Male,Taxi,5.02,76.78,431.84,9,79,0.097743261,0
CUST00855,Sunday,Evening,Chennai,Clear,Card,Residential,Male,Auto,5.51,48.01,311.75,0,251,0.05967092,1
CUST00856,Tuesday,Morning,Chennai,Clear,UPI,Residential,Male,Taxi,6.82,80.87,571.93,1,13,0.059795308,0
CUST00857,Friday,Night,Pune,Clear,Cash,Residential,Female,Auto,1.82,52.73,41.64,36,191,0.793390058,0
CUST00858,Monday,Evening,Delhi,Clear,UPI,Mixed,Male,Auto,5.08,43.45,202.93,4,342,0.105547797,0
CUST00859,Tuesday,Afternoon,Chennai,Cloudy,Cash,Residential,Male,Auto,7.43,53.84,310.43,8,251,0.0568193,0
CUST00860,Wednesday,Evening,Delhi,Rainy,UPI,Commercial,Female,Taxi,2.27,75.15,183.99,9,60,0.399085626,1
CUST00861,Sunday,Afternoon,Pune,Cloudy,Cash,Commercial,Female,Auto,8.66,38.55,272.4,1,414,0.009944255,0
CUST00862,Sunday,Evening,Hyderabad,Clear,UPI,Residential,Female,Auto,8.79,30,175.16,1,293,0.031969778,0
CUST00863,Thursday,Afternoon,Pune,Clear,Card,Residential,Female,Auto,3.33,30,234.34,16,24,0.510067768,0
CUST00864,Wednesday,Evening,Pune,Foggy,Cash,Residential,Female,Auto,12.87,42.68,542.14,19,40,0.018166719,0
CUST00865,Thursday,Evening,Kolkata,Clear,Card,Mixed,Female,Auto,0.5,33.97,74.52,16,214,0.628845472,0
CUST00866,Sunday,Morning,Kolkata,Rainy,Cash,Residential,Male,Auto,2.48,81.68,218.57,4,434,0.12054869,1
CUST00867,Friday,Afternoon,Mumbai,Rainy,Card,Residential,Male,Auto,7.66,41.07,255.26,8,96,0.021089481,0
CUST00868,Wednesday,Afternoon,Bangalore,Rainy,Cash,Commercial,Male,Taxi,4.69,80.53,374.75,4,70,0.145809066,0
CUST00869,Sunday,Night,Kolkata,Clear,Card,Commercial,Male,Auto,4.96,39.79,90.74,9,163,0.135127967,0
CUST00870,Thursday,Morning,Mumbai,Rainy,UPI,Residential,Female,Taxi,7.1,48.87,413.93,12,126,0.077681018,0
CUST00871,Wednesday,Morning,Mumbai,Cloudy,Card,Residential,Male,Auto,0,48.82,90.52,0,27,0.763152706,0
